139,"['6d455e', '8b90a4', '8fd0e8', 'd63578', 'e4b896', 'f8efec']","[2.4492, 3.198, 8.7985, 10.4989, 4.3992, 9.2821, 1.95, 2.9172, 4.6488, 4.8984]"
140,"['767c8f', '8ecee7', 'c4326f', 'ddb596', 'f5e6e1', 'fbfcfd']","[7.1137, 2.1996, 2.2308, 1.7316, 2.4648, 2.9484, 2.7144, 2.9484, 1.4664, 4.4304]"
141,"['777c8d', '8fcee7', 'c53270', 'dcb496', 'f5e6e1', 'fbfdfd']","[4.8204, 5.2572, 2.5116, 1.7628, 2.262, 3.3228, 5.2884, 2.262, 2.5117, 4.3368]"
142,"['6f3c57', '858b9e', '8fcfe7', 'd63578', 'e3b895', 'f8efec']","[5.07, 5.0544, 4.3524, 2.2464, 2.2776, 3.2916, 2.7768, 8.0497, 3.0888, 3.5257]"
143,"['6b425e', '8e929c', '90d0e8', 'd63578', 'e9b999', 'f7efec']","[2.5272, 8.5957, 7.6284, 4.3368, 4.5552, 3.0732, 6.0529, 3.5568, 3.0264, 4.3212]"
144,"['6f3b57', '858b9c', '8fcfe7', 'd73579', 'e1b797', 'f8efec']","[2.3401, 3.9312, 2.6988, 4.6956, 1.8252, 2.3244, 3.1512, 7.2229, 7.0357, 4.9296]"
145,"['6f4962', '90d0e8', '9196a3', 'd83479', 'e9b997', 'f8efec']","[2.8704, 3.6661, 2.3868, 3.1824, 3.4632, 2.964, 2.418, 2.3712, 3.978, 6.6925]"
146,"['787c8e', '8ad0e8', 'c1c5d4', 'c53270', 'e6b58d', 'f9f0ec']","[3.4632, 4.3056, 6.6301, 6.3493, 1.9032, 3.1981, 2.4336, 4.7893, 6.3804, 2.9796]"
147,"['797d8e', '8acfe8', 'c2316f', 'c3cbda', 'e5b58f', 'faf0ec']","[2.2152, 3.4632, 3.5568, 3.8064, 1.3416, 2.4336, 4.446, 4.0404, 8.1433, 2.418]"
148,"['6f7080', '8cd1e9', 'adacbf', 'c73271', 'e8b68c', 'f8efec']","[3.2604, 2.2464, 4.3369, 3.2916, 5.1948, 3.0264, 3.8376, 5.4444, 3.2604, 4.1184]"
149,"['757b8d', '8fcee6', 'c53170', 'dbb394', 'f5e6e1', 'fbfcfd']","[2.7924, 12.4021, 3.0108, 7.2541, 5.8189, 3.8533, 4.1496, 10.2961, 2.7612, 3.6972]"
150,"['797d8e', '8ad0e8', 'c0c5d4', 'c43270', 'e7b68e', 'f9f0ec']","[6.5052, 6.1933, 18.7046, 2.8392, 5.1012, 8.6581, 4.212, 15.0541, 4.1496, 3.6036]"
151,"['6e4960', '8c91a6', '8fd0e8', 'd73579', 'e4b897', 'f8efec']","[4.7268, 6.3649, 2.7612, 2.7612, 9.6877, 2.7456, 2.5272, 2.496, 5.5537, 2.496]"
152,"['6e5067', '8fd0e8', '969aa4', 'd63478', 'ebb999', 'f8efec']","[8.4553, 6.1621, 3.4632, 2.8392, 1.7004, 9.7189, 3.5256, 1.9656, 6.4897, 2.5584]"
153,"['89cae4', 'a04976', 'c7d3e2', 'd6af8f', 'f9e7e0', 'fbfcfd']","[5.6785, 4.5084, 6.2245, 6.2245, 3.6816, 4.5396, 4.8048, 7.3477, 3.9624, 7.0981]"
154,"['7b8091', '8bcee7', 'c3326f', 'd4dce9', 'e2b694', 'fcf1ec']","[5.148, 4.0092, 4.4148, 5.4444, 4.0092, 2.574, 3.432, 2.8548, 2.6208, 6.5677]"
155,"['727686', '8cd1e9', 'b3b0c1', 'c53170', 'e9b68b', 'f8efec']","[4.3992, 7.7221, 9.9997, 3.51, 4.1028, 2.652, 11.7157, 2.9173, 6.2712, 2.9328]"
156,"['6e4a63', '8fd0e8', '9096a1', 'd73579', 'eab999', 'f8efec']","[1.7628, 3.5412, 3.2604, 2.9328, 6.2401, 2.6364, 3.5412, 4.7424, 11.2477, 3.0264]"
157,"['713b59', '868c9d', '8fcfe7', 'd83579', 'e4b897', 'f8efec']","[5.3821, 3.2916, 3.276, 3.2448, 2.6988, 3.5569, 6.24, 2.0904, 4.7113, 8.034]"
158,"['797f91', '8fcfe7', 'c1316e', 'deb493', 'f5e6e1', 'fbfcfd']","[2.1216, 4.5396, 4.5396, 3.0108, 2.73, 2.418, 5.1636, 3.6192, 4.524, 5.4756]"
159,"['797f8f', '8ad0e8', 'c2c9d8', 'c3316f', 'e7b68e', 'f9f0ec']","[4.5396, 3.6348, 3.0264, 6.6613, 6.5209, 2.7145, 7.5816, 3.9312, 6.3493, 5.1324]"
160,"['767c8e', '8fcee6', 'c43270', 'ddb393', 'f5e5e1', 'fbfcfd']","[2.1528, 4.2744, 5.2104, 3.666, 3.9936, 3.6504, 4.29, 4.8828, 2.1216, 5.1948]"
161,"['707280', '8cd1e9', 'adacbe', 'c63271', 'eab78c', 'f8efec']","[3.4632, 4.3524, 4.0716, 10.5613, 5.8969, 3.744, 2.1684, 4.368, 4.0404, 4.992]"
162,"['7a8091', '8ad0e8', 'c1316e', 'c2c6d5', 'e7b48c', 'f9f0ec']","[4.4304, 3.8064, 3.1356, 3.1044, 3.7597, 4.6644, 6.2869, 3.4476, 3.4476, 2.4804]"
163,"['6c6271', '8dd1e9', 'a0a3b8', 'cf3375', 'e8b78f', 'f8efec']","[5.6316, 6.3337, 4.7268, 10.1401, 4.1184, 7.3477, 13.2601, 4.7268, 15.2569, 1.8876]"
164,"['703e59', '868ca1', '90cfe7', 'd73579', 'e1b796', 'f8efec']","[3.5568, 3.5256, 14.5081, 5.1948, 2.5584, 4.8516, 3.5412, 5.1636, 2.7612, 3.5724]"
165,"['777c8e', '8fcee7', 'c4316f', 'dbb495', 'f5e6e1', 'fcfdfd']","[13.0729, 9.6721, 4.8672, 8.4241, 7.8001, 4.212, 6.4585, 1.9188, 3.6816, 4.524]"
166,"['767c8e', '8fcee6', 'c3326f', 'ddb493', 'f5e6e1', 'fcfdfd']","[2.3244, 3.3072, 2.9796, 3.2916, 1.6224, 5.2572, 18.7046, 3.9, 4.212, 4.0092]"
167,"['7c8192', '8ad0e8', 'c1316e', 'c3cad8', 'e7b58d', 'faf0ec']","[2.3088, 3.3072, 7.2073, 3.6972, 5.5224, 5.7877, 6.0217, 7.0045, 3.1044, 4.1028]"
168,"['6f455d', '8b90a3', '8fd0e8', 'd73578', 'e4b997', 'f8efec']","[5.0232, 2.3712, 6.1465, 5.1012, 4.3056, 8.2525, 3.9936, 2.3556, 3.6972, 6.6613]"
169,"['797e8f', '8ecee7', 'c3316f', 'dcb495', 'f5e6e1', 'fbfdfd']","[5.8813, 5.9593, 11.3257, 6.9889, 3.9936, 2.34, 6.3337, 4.6956, 10.4365, 3.6972]"
170,"['6f707f', '8cd1e9', 'aaaabc', 'c83272', 'e8b68d', 'f8efec']","[12.7297, 4.3524, 2.6832, 3.3696, 2.0748, 4.1497, 14.6953, 9.7189, 8.0341, 4.68]"
171,"['6d4c61', '8e94a7', '8fd0e8', 'd63578', 'e5b896', 'f8efec']","[3.0264, 2.3401, 14.4457, 3.3696, 4.7268, 3.6816, 6.3493, 5.382, 4.368, 11.7157]"
172,"['757b8e', '8fcee7', 'c4326f', 'dbb394', 'f7fafc', 'f8e5de']","[7.4725, 3.0576, 2.7144, 3.0576, 3.0576, 1.7004, 3.7128, 2.7456, 6.1153, 11.3413]"
173,"['6c4a62', '8fd0e8', '9094a6', 'd73578', 'e6b996', 'f8efec']","[4.5396, 4.1496, 18.0182, 2.418, 3.1512, 2.4336, 1.7316, 14.2897, 2.418, 7.3165]"
174,"['797e90', '8ad0e8', 'c2cad9', 'c3316f', 'e6b68e', 'faf0ec']","[5.5536, 4.1653, 6.3492, 5.6317, 7.4257, 3.1512, 4.9608, 2.5428, 3.1044, 2.8704]"
175,"['6f4760', '8f949e', '8fd0e8', 'd73479', 'e9b999', 'f8efec']","[4.6956, 5.6941, 4.2588, 4.68, 3.5568, 3.9468, 4.9921, 5.3352, 4.6332, 3.2293]"
176,"['6e5166', '8fd0e8', '9498aa', 'd53578', 'e8b893', 'f8efec']","[2.5116, 2.8548, 2.4648, 5.3664, 3.5568, 7.4725, 3.1512, 2.1216, 3.1668, 9.5473]"
177,"['6c4c63', '8fd0e8', '9297a3', 'd73579', 'e9b999', 'f8efec']","[3.1824, 18.8918, 2.8236, 3.5568, 6.3493, 4.2588, 6.0061, 3.1824, 3.2604, 14.8513]"
178,"['777c8e', '8ad0e8', 'c1c5d4', 'c53270', 'e6b58e', 'f9f0ec']","[9.7189, 6.4741, 4.6956, 5.0388, 2.8704, 4.3992, 3.6348, 5.1324, 3.2448, 6.9421]"
179,"['787d8d', '8ad0e8', 'c1c5d4', 'c4316f', 'e7b58e', 'f9f0ec']","[4.7892, 6.2245, 2.5272, 5.0856, 8.3149, 8.3461, 5.7721, 11.6065, 5.8033, 3.6192]"
180,"['7b8090', '8ad0e8', 'c1316e', 'c2cad8', 'e7b68e', 'faf0ec']","[2.964, 7.7845, 5.6004, 5.5693, 7.4257, 6.3181, 4.8048, 4.9452, 5.1636, 3.3228]"
181,"['787d8e', '8ad0e8', 'c1c4d3', 'c3316f', 'e7b58c', 'f9f0ec']","[4.4616, 4.0404, 4.0716, 3.6816, 8.7829, 2.964, 6.7081, 9.2509, 2.574, 5.2104]"
182,"['6c6473', '8dd1e9', 'a0a3b8', 'cd3374', 'e8b890', 'f8efec']","[7.1137, 5.2573, 13.8685, 3.744, 5.9905, 14.5237, 18.0026, 13.1041, 13.4317, 5.2416]"
183,"['6f405a', '868c9d', '90cfe7', 'd73579', 'e3b897', 'f8efec']","[4.5552, 3.8844, 6.0841, 5.7253, 3.9, 3.822, 1.8876, 5.3196, 6.9265, 1.8876]"
184,"['6d4e64', '8f94a8', '8fd0e8', 'd63578', 'e5b895', 'f8efec']","[3.7752, 11.4349, 7.9717, 18.8606, 4.5084, 6.9733, 6.6145, 6.1309, 6.0997, 4.8828]"
185,"['6b4d62', '8f94a6', '8fd0e8', 'd63478', 'e6b895', 'f8efec']","[4.6332, 7.3321, 4.6176, 2.7456, 6.1621, 4.2432, 5.0232, 8.5333, 11.6065, 3.1044]"
186,"['70707f', '8cd1e9', 'ababbe', 'c83272', 'e9b78c', 'f8efec']","[11.0137, 7.3945, 6.2868, 7.4257, 3.1356, 7.0201, 3.1513, 3.9156, 1.9344, 2.7612]"
187,"['757a94', '8fcfe7', 'b9a96b', 'c3316f', 'e2b9a7', 'f8efec']","[5.1168, 7.0357, 2.34, 6.6769, 15.7561, 10.2181, 9.0793, 5.8657, 4.6644, 7.0669]"
188,"['6f4c63', '8f94a8', '8fd0e8', 'd73579', 'e6b895', 'f8efec']","[5.5224, 5.1168, 2.808, 2.3244, 6.3025, 5.148, 11.0293, 3.9468, 16.1461, 13.3225]"
189,"['727892', '8fcee7', 'b9a96c', 'c43170', 'e1b9a7', 'f8efec']","[4.4148, 5.5849, 5.382, 14.6641, 3.198, 4.0092, 6.5521, 6.0997, 6.5209, 9.4537]"
190,"['6d4c62', '8fd0e8', '9094a8', 'd63579', 'e6b895', 'f8efec']","[7.7377, 3.2604, 13.9309, 5.6628, 3.6504, 8.0965, 4.8516, 6.8797, 8.0965, 8.0964]"
191,"['6e4a60', '8e92a5', '8fd0e8', 'd73579', 'e5b896', 'f8efec']","[4.0404, 5.7097, 4.4929, 9.1416, 4.9452, 3.9156, 7.9249, 3.2136, 6.1465, 4.4148]"
192,"['703757', '848a9b', '8fcfe7', 'd73679', 'e1b899', 'f8efec']","[4.1496, 3.276, 14.5394, 3.2292, 5.1324, 2.496, 6.2245, 6.6457, 3.1824, 13.2757]"
193,"['777e90', '8fcee7', 'c3326f', 'dcb495', 'f6e6e0', 'fafcfd']","[11.4661, 6.3337, 10.4677, 7.8157, 4.9452, 5.3508, 2.8705, 7.3944, 8.1745, 5.304]"
194,"['6e6f80', '8cd1e9', 'acabbe', 'c83272', 'e8b68c', 'f8efec']","[9.2041, 5.8189, 13.7437, 7.4881, 3.3228, 2.0748, 16.6298, 9.5629, 2.9016, 5.4132]"
195,"['6c6d7d', '8cd1e9', 'a7a8bc', 'c83272', 'e9b88f', 'f8efec']","[2.9016, 8.2525, 4.5552, 4.134, 4.9764, 3.7284, 5.382, 2.8704, 3.3072, 7.9873]"
196,"['7a7f91', '8acfe8', 'c1316e', 'c3c9d7', 'e7b58d', 'faf0ec']","[5.8813, 5.8968, 8.5021, 4.7112, 3.432, 3.8688, 13.6657, 10.2805, 7.8937, 8.0809]"
197,"['797e8e', '8ad0e8', 'c0c5d4', 'c4326f', 'e7b58e', 'f9f0ec']","[4.7736, 8.6269, 3.588, 6.9109, 9.0481, 4.3212, 3.8844, 4.3368, 3.042, 7.2853]"
198,"['8bcbe4', 'a14876', 'd1ae93', 'd5deeb', 'fce7dd', 'fcfdfd']","[3.4476, 3.9469, 4.7892, 3.9468, 3.0108, 6.5833, 2.5584, 5.2416, 3.51, 3.0888]"
199,"['787d8f', '8fcee7', 'c43270', 'dcb494', 'f5e5e0', 'fafcfd']","[4.4148, 4.4148, 9.2665, 5.2104, 4.7736, 5.6629, 5.6784, 5.1948, 3.5256, 4.3368]"
200,"['6f415e', '8b919d', '8fcfe8', 'd73579', 'e7b99a', 'f8efec']","[10.5613, 6.5989, 6.4741, 14.0869, 4.0093, 3.6816, 3.6348, 2.7612, 6.8329, 4.9296]"
